father_file	question	answer
12 神奇电波要素表.txt	| 神奇电波要素表——红绿电波择时信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | 16 | 销售客户适当性要求 | 风险承受能力为中等及以上，投资品种包含权益类 |\n\n| 神奇电波要素表——红绿电波择时信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | 17 | 服务范围 | 上证、深证市场股票。不含ST、创业板、科创板及北交所股票 |\n\n| 神奇电波要素表——红绿电波择时信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | 18 | 账户要求 | 中信建投证券资金账户 |\n\n| 神奇电波要素表——红绿电波择时信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | 19 | 付费方式 | 资金账户可用资金 |\n\n| 神奇电波要素表——红绿电波择时信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | 20 | 签约途径 | 蜻蜓点金APP-首页AI选股—神奇电波 |\n\n| 神奇电波要素表——红绿电波择时信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | 21 | 可签约时间 | 交易日9:00—16:00 |\n\n| 神奇电波要素表——红绿电波择时信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | 22 | 生效时间 | 签约当日生效 |	{'number': 3, 'question': [{'question': '红绿电波择时信号的服务范围包括哪些市场的股票？', 'answer': '上证、深证市场股票。不含ST、创业板、科创板及北交所股票。'}, {'question': '红绿灯择时信号的账户要求是什么？', 'answer': '中信建投证券资金账户。'}, {'question': '红绿灯择时信号的付费方式是什么？', 'answer': '资金账户可用资金。'}]}
1智能投顾产品合集.txt	| 智能投顾选股类产品合集 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 | Unnamed: 4 | Unnamed: 5 | Unnamed: 6 | Unnamed: 7 | Unnamed: 8 | Unnamed: 9 |\n|-|-|-|-|-|-|-|-|-|-|\n| 主力密码 | 有 | 有 | 有 | 有 | 每周第一个交易日 9:25 | 有 | 每周第一个交易日 9:25 | 签约二维码 | 客户适当性要求 |\n| |              | |              | |                       | |                       | | 稳健型、积极型、激进型，且投资品种包含权益类容户 |\n| |              | |              | |                       | |                       | | 注意事项: |\n| |              | |              | |                       | |                       | | 模型反映主力行为指标具备滞后性，投资者需要充分知晓风险，根据其他指标判断，做出合理决策。单纯参考模型指标，可能给客户带来投资风险。 |	{'number': 3, 'question': [{'question': '主力密码智能投顾选股类产品的客户适当性要求是什么？', 'answer': '稳健型、积极型、激进型，且投资品种包含权益类容户。'}, {'question': '主力密码智能投顾选股类产品的模型指标具备什么特性？', 'answer': '模型反映主力行为指标具备滞后性，投资者需要充分知晓风险，根据其他指标判断，做出合理决策。单纯参考模型指标，可能给客户带来投资风险。'}, {'question': '主力密码智能投顾选股类产品的模型指标更新频率是怎样的？', 'answer': '每周第一个交易日 9:25。'}]}
企微聊天记录(1).txt	李梦婷 2/13 13:28:58\n超梦超梦 基金的分类方式 超梦 2/13 13:29:04	{'number': 3, 'question': [{'question': '李梦瑶在什么时间提到了基金的分类方式？', 'answer': '2/13 13:29:04'}, {'question': '李梦瑶提到的基金分类方式是什么？', 'answer': '超梦超梦'}, {'question': '李梦瑶提到的基金分类方式是什么时候被提及的？', 'answer': '2/13 13:29:04'}]}
企微聊天记录(1).txt	陈建毅 2024/10/18 17:51:10\n超梦超梦 短线宝最近战报怎么样？ 超梦 2024/10/18 17:51:17	{'number': 3, 'question': [{'question': '超梦短线宝最近的战报如何？', 'answer': '超梦短线宝最近的战报未具体说明。'}, {'question': '超梦短线宝最近的战报内容是什么？', 'answer': '超梦短线宝最近的战报未具体说明。'}, {'question': '超梦短线宝最近的战报发布时间是什么时候？', 'answer': '2024/10/18 17:51:10'}]}
1智能投顾产品合集.txt	| 智能投顾选股类产品合集 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 | Unnamed: 4 | Unnamed: 5 | Unnamed: 6 | Unnamed: 7 | Unnamed: 8 | Unnamed: 9 |\n|-|-|-|-|-|-|-|-|-|-|\n| 筹码掘金 | 周六 0:00 | 有 | 每周第一个交易日 9:25 | 有 | 每周第一个交易日 9:25 | 有 | 每周第一个交易日 9:25 | 签约二维码 | 客户适当性要求 |\n| |              | |                       | |                       | |                       | | 稳健型、积极型、激进型，且投资品种包含权益类容户 |\n| |              | |                       | |                       | |                       | | 注意事项: |\n| |              | |                       | |                       | |                       | | 模型反映主力行为指标具备滞后性，投资者需要充分知晓风险，根据其他指标判断，做出合理决策。单纯参考模型指标，可能给客户带来投资风险。 |	{'number': 3, 'question': [{'question': '智能投顾选股类产品集合中的‘筹码掘金’适合哪些类型的投资者？', 'answer': '稳健型、积极型、激进型，且投资品种包含权益类容户。'}, {'question': '智能投顾选股类产品集合中的‘筹谋掘金’每周何时更新？', 'answer': '每周第一个交易日9:25。'}, {'question': '智能投顾选股类产品集合中的‘筹谋掘金’投资者需要注意什么？', 'answer': '模型反映主力行为指标具备滞后性，投资者需要充分知晓风险，根据其他指标判断，做出合理决策。单纯参考模型指标，可能给客户带来投资风险。'}]}
【勿外传】智能投顾产品要素表.txt	| 智能投顾选股类产品合集 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 | Unnamed: 4 | Unnamed: 5 | Unnamed: 6 | Unnamed: 7 | Unnamed: 8 |\n|-|-|-|-|-|-|-|-|-|\n| |                                                                                                                               | |                        | |                                                                                                                                   | 1、短信 | | |\n| |                                                                                                                               | |                        | |                                                                                                                                   | 2、APP推送 | | |	{'number': 3, 'question': [{'question': '智能投顾选股类产品集合中提到了哪两种服务类型？', 'answer': '1、短信和2、APP推送'}, {'question': '智能投顾选股类产品集合中提到的第一种服务类型是什么？', 'answer': '1、短信'}, {'question': '智能投顾选股类产品集合中列出的第二种服务类型是什么？', 'answer': '2、APP推送'}]}
1智能投顾产品合集.txt	| 智能投顾选股类产品合集 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 | Unnamed: 4 | Unnamed: 5 | Unnamed: 6 | Unnamed: 7 | Unnamed: 8 | Unnamed: 9 |\n|-|-|-|-|-|-|-|-|-|-|\n| Level2黄金版 | 行情工具类产品，在白银版的基础上，新增超级大单拖拉机单，主力迫踪等9大功能，主要用于盘中监控资金动向，提高看盘效率，通过盘中资金流向和监控资金动作辅助投资者决策。 | 【超级大单】 | 【APP看盘】 | 1、量化显示主力资金进出场信号，包含某只个股大单流入次数、拖拉机单次数、资金强度等8个维度。 | 1、分时资金流实时跟进:资金博弈、大单净额，分时图实时展示个股资金流向，把握主力资金盘中走势 | 蜻蜒点金APP-AI选股-level2(黄金版) | 现金购买: | 签约二维码 | 客户话当性要求: |\n| |                                                                                                                                                                   | 【拖拉机单】 | 【短线操作】 | 2、上交所独家数据，实时监控主力成交细节，筑选出进出资金量大，流入较多的个股信息。 | 2、盘中异动实时查看:急速拉升、超级大单主力撒单，拖拉机单，涨停承压，跟进个股盘中异动。 | | 588元/季度 | | 稳健型、积极型、激进型，且投资品种包含权益米客户 |	{'number': 3, 'question': [{'question': 'Level2黄金版新增了哪些功能以提高投资者的决策效率？', 'answer': 'Level2黄金版新增了超级大单拖拉机和主力迫踪线9大功能，主要用于盘中监控资金动向，提高看盘效率，通过盘中资金流向和监控资金动作辅助投资者决策。'}, {'question': 'Level2黄金版如何帮助投资者把握主力资金盘中走势？', 'answer': 'Level2黄金版通过盘中资金流向和监控资金动作，实时展示个股资金流向，把握主力资金盘中走势，提高看盘效率。'}, {'question': 'Level2黄金版提供哪些实时监控功能以辅助投资者决策？', 'answer': 'Level2黄金版提供实时监控主力成交细节，筑选出进出资金量大、流入较多的个股信息，以及盘中异动实时查看，如急速拉升、超级大单主力撒单，拖拉机票，涨停承压等功能。'}]}
1智能投顾产品合集.txt	| 智能投顾选股类产品合集 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 | Unnamed: 4 | Unnamed: 5 | Unnamed: 6 | Unnamed: 7 | Unnamed: 8 | Unnamed: 9 |\n|-|-|-|-|-|-|-|-|-|-|\n| 神奇电波 | 00:00:00 | 有(持仓/自选股提醒） | 09:20:00 | 有(持仓/自选股提醒） | 09:20:00 | 有(持仓/自选股提醒） | 09:20:00 | 签约二维码 | 客户适当性要求 |\n| |              | |              | |              | |              | | 稳健型、积极型、激进型，且投资品种包含权益类容户 |\n| |              | |              | |              | |              | | 注意事项: |\n| |              | |              | |              | |              | | 模型反映主力行为指标具备滞后性，投资者需要充分知晓风险，根据其他指标判断，做出合理决策。单纯参考模型指标，可能给客户带来投资风险。 |	{'number': 3, 'question': [{'question': '神奇电波智能投顾选股类产品的客户适当性要求是什么？', 'answer': '稳健型、积极型、激进型，且投资品种包含权益类容户'}, {'question': '神奇电波智能投顾选股类产品的模型指标具备什么特性？', 'answer': '模型反映主力行为指标具备滞后性'}, {'question': '神奇电波智能投顾选股类产品的签约二维码在什么时间提供？', 'answer': '09:20:00'}]}
1智能投顾产品合集.txt	| 智能投顾选股类产品合集 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 | Unnamed: 4 | Unnamed: 5 | Unnamed: 6 | Unnamed: 7 | Unnamed: 8 | Unnamed: 9 |\n|-|-|-|-|-|-|-|-|-|-|\n| ***标红色产品均为点金投子产品 | 周六 0:00 | 有 | 每周第一个交易日 9:25 | 有 | 每周第一个交易日 9:25 | 有 | 每周第一个交易日 9:25 | 签约二维码 | 客户适当性要求 |\n| |              | |                       | |                       | |                       | | 稳健型、积极型、激进型，且投资品种包含权益类容户 |\n| |              | |                       | |                       | |                       | | 注意事项: |\n| |              | |                       | |                       | |                       | | 模型反映主力行为指标具备滞后性，投资者需要充分知晓风险，根据其他指标判断，做出合理决策。单纯参考模型指标，可能给客户带来投资风险。 |	{'number': 3, 'question': [{'question': '智能投顾选股类产品适合哪些风险类型的投资者使用？', 'answer': '稳健型、积极型、激进型，且投资品种包含权益类容户。'}, {'question': '智能投顾选股类产品的模型指标反映主力行为指标具备什么特性？', 'answer': '模型反映主力行为指标具备滞后性。'}, {'question': '智能投顾选股类产品的签约二维码在何时提供？', 'answer': '每周第一个交易日9:25'}]}
2-2Level2白银版功能详解委托队列.txt	10 1000 06\n\n1000\n\n142 20 10\n\n10 49 160\n\n6.42万\n\n23.45万\n\n2 3 . 4 5 万 6 . 4 2 万\n\n前5 0 笔委托卖出 前5 0 笔委托买入\n\n前50笔委托卖出\n\n前50笔委托买入\n\n329 100 10\n\n400 200\n\n644 200 20\n\n687 469 10\n\n500 2027 200\n\n2027\n\n60 500 670\n\n173 10 50\n\n198 288 6000\n\n6000\n\n233 100 59\n\n10 50 10000\n\n10000\n\n10 1000 06\n\n1000\n\n142 20 10\n\n10 49 160\n\n1000 50 50\n\n十档 逐笔明细 分价\n\n逐笔明细\n\n卖一\n\n3 . 2 1 万\n\n前5 0 笔委托卖出 前5 0 笔委托买入\n\n前50笔委托卖出\n\n前50笔委托买入\n\n837 110\n\n十档 逐笔明细 分价\n\n逐笔明细\n\n卖一\n\n1 3 . 4 8 万\n\n前50笔委托卖出\n\n前5 0 笔委托卖出 前5 0 笔委托买入\n\n十档 委托队列 逐笔明细 分价\n\n逐笔明细\n\n洞察委托秘密，把握资金动向\n\n洞察委托秘密，把握资金动向 立即解密\n\n立即解密\n\n1.044\n\n1.043\n\n1.044 1.043\n\n卖一\n\n2 3 . 4 5 万 6 . 4 2 万\n\n23.45万\n\n6.42万\n\n前5 0 笔委托卖出 前5 0 笔委托买入\n\n前50笔委托卖出\n\n前50笔委托买入\n\n329 100 10\n\n400 200\n\n644 200 20\n\n687 469 10\n\n500 2027 200\n\n十档\n\n洞察委托秘密，把握资金动向\n\n卖 逐笔明细\n\n1.044\n\n分价\n\n2 3 . 4 5 万\n\n前5 0 笔委托卖出\n\n立即解密\n\n329 1.043\n\n100 6.42	{'number': 3, 'question': [{'question': '十档逐笔明细中，卖一的价格是多少？', 'answer': '23.45万'}, {'question': '十档逐笔明细中，卖一的价格是多少？', 'answer': '23.45万'}, {'question': '十档逐笔明细中，卖一的价格是多少？', 'answer': '23.45万'}]}
18 PC level2高速版.txt	| PC level2高速版产品要素表——16大看盘功能（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | 16 | 付费方式 | 资金账户可用资金 |\n\n| PC level2高速版产品要素表——16大看盘功能（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | 17 | 签约途径 | 中信建投官网下载中信建投证券卓越版（通达信）、PClevel2高速版—level2—立即购买。 |\n\n| PC level2高速版产品要素表——16大看盘功能（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | 18 | 可签约时间 | 交易日9:00—16:00 |\n\n| PC level2高速版产品要素表——16大看盘功能（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | 19 | 生效时间 | 签约当日生效 |\n\n| PC level2高速版产品要素表——16大看盘功能（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | 20 | 解约时间 | 暂不支持解约 |\n\n| PC level2高速版产品要素表——16大看盘功能（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | 21 | 额外说明 | 1、境外网络无法使用 |\n| |              | | 2、资金账号和手机号一一绑定，服务期内手机号无法解绑                                       3、仅限中信建投网上交易客户端（通达信）使用 |	{'number': 3, 'question': [{'question': 'PC level2高速版产品的签约途径有哪些？', 'answer': '中信建投官网下载中信建投证券卓越版（通达信）、PClevel2高速版—level2—立即购买。'}, {'question': 'PC level2高速版产品的生效时间是什么时候？', 'answer': '签约当日生效'}, {'question': 'PC level2高速版产品的可签约时间是什么时候？', 'answer': '交易日9:00—16:00'}]}
企微聊天记录(1).txt	王静辉 2/14 16:17:03\n超梦超梦 请问香港客户签约level2黄金版在其他地方能使用吗？ 超梦 2/14 16:17:10	{'number': 3, 'question': [{'question': '香港客户签约的level2黄金版在其他地方可以使用吗？', 'answer': '香港客户签约的level2黄金版在其他地方不能使用。'}, {'question': '香港客户签约的level2黄金版在其他地区的使用限制是什么？', 'answer': '香港客户签约的level2黄金版在其他地区不能使用。'}, {'question': '香港客户签约的level2黄金版在其他地区是否有使用限制？', 'answer': '香港客户签约的level2黄金版在其他地区不能使用。'}]}
11 安心投要素表.xlsx.txt	| 安心投要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | 17 | 投资范围 | ETF、LOF |\n\n| 安心投要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | 18 | 付费方式 | 资金账户可用资金 |\n\n| 安心投要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | 19 | 签约途径 | 蜻蜓点金APP—首页AI选股—点金投 |\n\n| 安心投要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | 20 | 可签约时间 | 7*24小时（系统升级除外） |\n\n| 安心投要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | 21 | 生效时间 | 立即生效 |\n\n| 安心投要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | 22 | 解约时间 | 同点金投解约方式，签约后，T+1日可解约 |\n\n| 安心投要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | 23 | 风险提示 | 策略无法预知后续市场和某个基金的变化，历史数据无法预测未来，策略的表现等指标都不代表未来收益，入市有风险，投资须谨慎。 |\n\n| 安心投要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | !!! | 创收&提成 | 参考点金投 |\n| |              | 严禁向客户发送 | |	{'number': 3, 'question': [{'question': '安心投要素表中操作要求18的付费方式是什么？', 'answer': '资金账户可用资金'}, {'question': '安心投要素表中操作要求19的签约途径是什么？', 'answer': '蜻蜓点金APP—首页AI选股—点金投'}, {'question': '安心投要素表中操作要求21的生效时间是什么？', 'answer': '立即生效'}]}
企微聊天记录(1).txt	李梦婷 1/6 17:24:26\n超梦超梦 什么是短线宝 超梦 1/6 17:24:36	{'number': 3, 'question': [{'question': '什么是短线宝？', 'answer': '短线宝是一种超梦产品。'}, {'question': '超梦短线宝是什么？', 'answer': '超梦短线宝是一种超梦产品。'}, {'question': '超梦短线宝是什么时候提到的？', 'answer': '1月6日17:24:36'}]}
3-3Level2黄金版使用详解急速拉升.txt	| - | 所有股票|急速拉升 | 主力追踪 | 资金动向 | 超级 |\n|-|-|-|-|-|\n| | 拉升 | | 跳水 | |\n| 查看解释 | 提示信号 | 突击速度 | 成交强度 | 突击能力 |\n| | 指股价 | | | |\n\n| - | 所有股票|急速拉升 | 主力追踪 | 资金动向 | 超级 |\n|-|-|-|-|-|\n| | 拉升 | | 跳水 | |\n| 查看解释 | 提示信号 | 突击速度 | 成交强度 | 突击能力 |\n| | 指股价三 | | | |\n\n跳水查考修13:07213:432次发出桃提y:4UU\n\n孔跳水\n\n| - | 4.31-0.48 | 10.02%五日日K | 今开成交量9.46万手周K | 昨收文化传4.79换手率1.76%月K分钟设置 | 媒-0.97% | - |\n|-|-|-|-|-|-|-|\n| 5.27 | | | | +10.02% | 明细 | |\n| |             | |                         | 卖104.43 | | 48 |\n| |             | |                         | | 39 | 177 |\n| |             | 根据提示 | 卖出，有交 | 改规避跌 | .38 | 215 |\n| |             | 停风险。 | | | .37 | 10 |\n| |             | |                         | 卖6 | 4.36 | 132 |\n| |             | |                         | 5 | 4.35 | 42 |\n| |             | |                         | 4 | 4.34 | 273 |\n| |             | |                         | 3 | 4.33 | 207 |\n| |             | |                         | -10.022 | 4.32 | 397 |	"{'number': 3, 'question': [{'question': '表格中提到的‘急速拉升’对应的指标是什么？', 'answer': '急速拉升对应的指标是突击速度。'}, {'question': ""表格中提到的'主力追踪'对应的指标是什么？"", 'answer': '主力追踪对应的指标是成交强度。'}, {'question': ""表格中提到的'资金动向'对应的指标是什么？"", 'answer': '资金动向对应的指标是突击能力。'}]}"
18 PC level2高速版.txt	PC level2高速版\n\n| PC level2高速版产品要素表——16大看盘功能（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 1 | 产品名称 | PC level2高速版（PC端行情类产品） |\n\n| PC level2高速版产品要素表——16大看盘功能（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 2 | 产品简介 | 电脑看盘工具，拥有十档行情、监控资金动向等14个功能和2个智能策略，集合手机版app功能，更全更完善，提高电脑看盘效率 |\n\n| PC level2高速版产品要素表——16大看盘功能（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 3 | 产品代码 | ZT0034 |\n\n| PC level2高速版产品要素表——16大看盘功能（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 4 | 产品类型 | 现金收费-PC决策工具-行情工具 |\n\n| PC level2高速版产品要素表——16大看盘功能（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 5 | 风格标签 | 【PC level2】、【数据揭秘】、【资金动向】 |	{'number': 3, 'question': [{'question': 'PC level2高速版产品拥有多少个看盘功能？', 'answer': 'PC level2高速版拥有16大看盘功能。'}, {'question': 'PC level2高速版产品的代码是什么？', 'answer': 'ZT0034'}, {'question': 'PC level2高速版产品属于哪种类型？', 'answer': '现金收费-PC决策工具-行情工具'}]}
企微聊天记录(1).txt	王静辉 2/13 17:56:58\n超梦超梦 筹码掘金跟盘提佣签约后不收费的几种情况？ 王静辉 2/13 17:57:20\n超梦超梦 尾盘掘金可以提供哪些服务？	{'number': 3, 'question': [{'question': '超梦超梦 筹码掘金跟盘提佣签约后不收费的几种情况？', 'answer': '尾盘掘金可以提供哪些服务？'}, {'question': '超梦超梦 尾盘掘金可以提供哪些服务？', 'answer': '尾盘掘金可以提供哪些服务？'}, {'question': '超梦超梦 尾盘掘金签约后不收费的几种情况？', 'answer': '尾盘掘金可以提供哪些服务？'}]}
【勿外传】智能投顾产品要素表.txt	| 智能投顾选股类产品合集 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 | Unnamed: 4 | Unnamed: 5 | Unnamed: 6 | Unnamed: 7 | Unnamed: 8 |\n|-|-|-|-|-|-|-|-|-|\n| |                                                                                                                                                                   | 【主力追踪】 | | 4、8万人在用的投资神器，最低4.3元/天。 | | | 1598元/年 | 1、境外网络无法使用 |\n| |                                                                                                                                                                   | 【资金博弈】 | | | | | 连续包月：首月68元，次月开始88元 | 2、资金账号和手机号--绑定服务期内手机号无法解绑 |	{'number': 3, 'question': [{'question': '智能投顾选股类产品的主力追踪功能有多少人在使用？', 'answer': '4.8万人在用的投资神器，最低4.3元/天。'}, {'question': '智能投顾选股类产品的资金博弈功能连续包月的首月费用是多少？', 'answer': '首月68元，次月开始88元'}, {'question': '智能投顾选股类产品的主力追踪功能每天最低费用是多少？', 'answer': '最低4.3元/天。'}]}
2-2Level2白银版功能详解委托队列.txt	| 0 | 1 | 2 | 3 | 4 |\n|-|-|-|-|-|\n| 33.01 | | | 2.74% | 明细 |\n| |                           | | 卖10 | 26 |\n| |                           | | 卖9 | 205 |\n| |                           | | 卖8 | 255 |\n| |                           | | 卖7 | 106 |\n| |                           | | 卖6 | 182 |\n| 32.13 | | | | |\n| |                           | | 卖5 | 402 |\n| |                           | | 卖4 | 218 |\n| |                           | | 卖3 | 1253 |\n| |                           | | 卖2 | 582 |\n| |                           | | 卖1 | 2225 |\n| 31.25 | | | -2.74% | |\n| 09：30 | | | 买1叠加15：00 | 1528 |\n| | 现量2 | | 买2 | 91 |\n| 8023.00 | | | 买3 | 193 |\n| |                           | | 买4 | 48 |\n| |                           | | 买5 | 102 |\n| | lulhnitlhukalald.dhyohult | le | 买6 | 123 |\n| 卖一 | | 2225买一 | 1528买7 | 107 |\n| |                           | | 买8 | 346 |\n| 1291 | 20 | 2 | | |\n| 18 | 1 | 3 | 买9买10 | 968 |\n| 4 | 2 | 1 | 更多 | 查看更多 |\n\n十档 委托队列 逐笔明细 分价\n\n委托队列\n\n逐笔明细\n\n洞察委托秘密，把握资金动向 立即解密\n\n洞察委托秘密，把握资金动向\n\n立即解密	{'number': 3, 'question': [{'question': '在表格中，编号为53563的数值是多少？', 'answer': '1253'}, {'question': '在表格中，编号为53561的数值是多少？', 'answer': '2225'}, {'question': '表格中，编号为53568的数值是多少？', 'answer': '255'}]}
1智能投顾产品合集.txt	| 智能投顾选股类产品合集 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 | Unnamed: 4 | Unnamed: 5 | Unnamed: 6 | Unnamed: 7 | Unnamed: 8 | Unnamed: 9 |\n|-|-|-|-|-|-|-|-|-|-|\n| 产品 | 蜻蜓点金APP产品页及推送服务 | 【量化择时】 | 【中短线客户】 | 短信服务 | 通过历史数据回测，大单占比与涨幅呈正相关，大单比值大于1的个股主力买入更坚决，涨幅的可能性也会更大。大单比值小于1的个股，资金卖出也更坚决，未来下跌的可能性更大。主力密码通过大单强度判断个股资金进出状态 | 微信服务号 | 现金购买: | 签约二维码 | 客户适当性要求 |\n| |                             | 【资金进出场研判】 | 【缺乏一定的择时能力】 | | | | 268元/季度 | | 稳健型、积极型、激进型，且投资品种包含权益类容户 |\n| |                             | 【资金强度】 | 【爱好资筹码分析】 | | | | 488元/半年 | | 注意事项: |\n| |                             | | 【1-10万客户】 | | | | 899元/年度 | | 模型反映主力行为指标具备滞后性，投资者需要充分知晓风险，根据其他指标判断，做出合理决策。单纯参考模型指标，可能给客户带来投资风险。 |	{'number': 3, 'question': [{'question': '智能投顾选股类产品中，大单比值大于1的个股未来表现如何？', 'answer': '大单比值大于1的个股主力买入更坚决，涨幅的可能性也会更大。'}, {'question': '智能投顾选股类产品中，大单比值小于1的个股未来表现如何？', 'answer': '大单比值小于1的个股，资金卖出也更坚决，未来下跌的可能性更大。'}, {'question': '智能投顾选股类产品中，微信服务号的季度服务费用是多少？', 'answer': '268元/季度'}]}
7尾盘掘金要素表.txt	尾盘掘金要素表\n\n| 尾盘掘金要素表（抄底超跌股）（相关数据更新至2023.7.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 1 | 产品名称 | 尾盘掘金（智能选股决策工具） |\n\n| 尾盘掘金要素表（抄底超跌股）（相关数据更新至2023.7.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 2 | 产品代码 | ZT0019 |\n\n| 尾盘掘金要素表（抄底超跌股）（相关数据更新至2023.7.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 3 | 产品类型 | 现金收费-智能决策工具-股票选股类 |\n\n| 尾盘掘金要素表（抄底超跌股）（相关数据更新至2023.7.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 4 | 产品简介 | 尾盘掘金是智能选股产品，每个交易日14:30，精选3只有上涨潜力的短线个股。 |\n\n| 尾盘掘金要素表（抄底超跌股）（相关数据更新至2023.7.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 5 | 风格标签 | 【短线风格】、【尾盘选股】、【量化选股】 |\n\n| 尾盘掘金要素表（抄底超跌股）（相关数据更新至2023.7.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 6 | 产品特点 | （1）2023年T+3日净值收益率23%，超额收益超30%（不考虑手续费，历史数据仅代表过去表现，不代表未来收益） |\n| |              | | （2）优势：强大算力，AI通过近一年历史规律选股，避免情绪影响； |\n| |              | | （3）季度迭代学习，每个季度根据当下市场调整风格，行情多面手。 |\n| |              | | （4）T+3日剔除跟踪，不把短线变成中线，避免长期套牢。 |	{'number': 3, 'question': [{'question': '尾盘掘金产品代码是什么？', 'answer': 'ZT0019'}, {'question': '尾盘掘金产品每天推荐多少只具有上涨潜力的短线个股？', 'answer': '3只'}, {'question': '尾盘掘金产品在2023年的T+3日净值收益率是多少？', 'answer': '23%'}]}
